ID,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit ,WS Benefit Score ,SFTS,SFS_Function,SFS_Benefit ,SFS Benefit Score,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,WFR,WFR_Function,WFR_Benefit,WFR_Benefit Rating,CSP,CSP_Function,CC,CC_Function,OE,OE_Function,APP,APP_Function,APP_Benefit,APP Benefit Rating,FA,FA_Function,FA_Benefit,FA Benefit Rating ,FR,FR_Function,FR_Benefit,FR Benefit Rating ,AM,AM_Function,AM_Benefit,AM Benefit Rating,WBF,WBF_Function,WBF_Benefit,WBF Benefit Rating,WBN,WBN_Function,WBN_Benefit,WBN Benefit Rating,RSB,RSB_Function,RSB_Benefit,RSB Benefit Rating,KMH,KMH_Function,KMH_Benefit,KMH Benefit Rating,PH,PH_Function,PH_Benefit,PH Benefit Rating,POL,POL_Function,POL_Benefit,POL Benefit Rating,CRI_Benefit,PU Benefit Rating,Sens_Benefit,Sens Benefit Rating,STR_Benefit,STR Benefit Rating
189,0,0,5,6,0,3,0,3,4,2,4,0.0,6,4,5,0,3,0.58,0.0,3,3,2,0,2,3,3,1551,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,0,2,1,0,1,0,3,0,3,1,1,3,2,0,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,3.53,51.0,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,1,-1,0,4,0,2,0,2,7.7,229.7,222.0,6.546442687747036,2,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0.967741935483871,0.0,0,0,9.797576241843123,2,4.39570803198068,1,0.0,0,1.5009618206817121,0,5.766195315125545,2,0.0,0,0.0,0,2.6145691496566763,1,0.0,0,1.5586803188703517,0,6.921524622082322,2,0.0,0,0.0,0,6.638763384079387,1,10.0,2,7.65954859461362,2,8.293625241468126,2,10.942986713853614,2,10.000000000000002,2,8.31544203049301,2,10.0,2,9.776160145586896,2,10.0,2,0.0,0,4.676725035735525,1,0.0,0
191,0,2,4,5,1,3,0,2,3,2,4,0.0,3,2,5,3,3,0.47,0.0,3,3,2,0,2,3,3,1692,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,0,2,1,0,1,0,2,1,4,1,1,0,2,2,0,0,0,0,1,4,2,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,0,1,1,1,5,0,0,0,6,0.0,0,4.65,52.0,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,1,-1,0,4,0,2,0,2,5.0,51.7,46.7,8.221343873517789,2,0.0,0,0.8650875386199794,0,0.0,0,6.398559423769507,1,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0.11801730920535011,0.0,4,1,9.153415900918898,2,3.2317422805444385,0,0.0,0,0.601080581387271,0,4.185889865659245,1,0.0,0,0.0,0,0.0,0,0.0,0,4.224978156354686,1,6.6916754737128485,2,0.0,0,0.0,0,0.0,0,0.0,0,7.710861680145483,2,8.415969092079846,2,1.0333003912239125,0,0.0,0,4.16031174001848,1,10.0,2,8.579921140430693,1,10.0,2,0.0,0,6.401693704676966,2,0.0,0
192,0,0,5,6,0,3,0,3,3,2,4,0.0,6,5,5,3,3,0.45,0.0,3,3,3,0,2,0,3,1358,0,5,0,0,1.0,1.0,0.2857142857142857,0.0,0.0,0.0,0,0,2,1,0,2,0,2,2,4,0,1,2,3,1,0,0,0,0,0,4,0,1,0,0,0,0,2,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,4.85,64.0,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,1,-1,0,4,0,2,0,2,6.7,115.3,108.6,6.7440711462450595,2,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.4634146341463414,0.0,4,1,9.816220535357571,2,3.841195651021741,1,0.0,0,0.710531224645599,0,4.662430080893642,1,0.0,0,0.0,0,2.532493678326107,1,0.0,0,1.7231072607300082,0,6.940940854668726,2,0.0,0,0.0,0,6.556124801214674,1,10.0,2,7.726162618469868,2,8.293625241468126,2,10.942986713853614,2,10.000000000000002,2,8.29368297532098,2,10.0,2,9.653971142597165,2,10.0,2,0.0,0,5.79194524343478,1,0.0,0
208,0,2,3,0,3,3,2,4,0,1,3,0.0,3,5,0,1,1,0.001,0.0,3,3,1,1,1,2,5,1945,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,0,0,0,5,0,2,1,2,10,2,1,2,1,1,0,0,4,3,0,0,3,0,0,2,2,1,3,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,2,2,0,2,1,1,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,0,-1,0,2,1,2,3,2,2.0,38.7,36.7,1.4,0,3.95,1,7.61,2,10.0,2,1.87,0,0.0,0,6.23,2,2.11,1,2.17,0,10.0,2,4.26,1.0,10,2,6.66,1,7.0,2,9.37,2,5.85,1,3.13,1,6.39,1,6.14,1,6.06,2,5.61,1,5.16,1,7.13,2,5.86,1,10.0,2,8.03,2,10.0,2,5.31,1,9.29,2,3.61,1,0.0,0,3.87,0,10.0,2,9.44,2,10.0,2,0.0,0,5.59,1,3.57,1
209,0,1,3,4,5,0,0,3,0,1,4,0.0,4,3,1,4,3,0.06,0.0,3,3,1,1,2,2,3,1950,1,5,0,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,2,1,1,4,1,2,0,0,7,0,2,2,0,0,1,1,3,1,0,0,1,0,0,1,1,0,1,4,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,2,0,2,3,0,1,2,2,4,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.4166666666666667,1.0,0,0,-1,-1,-1,3,0,-1,1,0,-1,0.0,0.0,0.0,-0.5714285714285713,0,3.565877163216831,1,5.394782011671817,1,10.0,2,1.136591684866718,0,0.0,0,5.200511394958771,1,4.159067297702875,1,2.006011515932103,0,10.0,2,3.233674272226593,1.0,10,2,3.702490344919431,0,6.304965672038013,1,6.391876878090987,1,5.556272696719537,1,2.8882657338307176,1,6.066835643279584,1,5.006639456315483,1,6.6435835010325945,2,4.5775339135419095,1,2.9521356001983396,1,3.803834222169042,1,0.0,0,0.0,0,6.317894535277139,1,10.0,2,8.59248046086582,2,0.0,0,1.139910621959534,0,7.500000000000001,2,0.9602126087628926,0,2.365822906523101,0,7.596342995797045,1,3.333333333333333,0,0.0,0,4.181749670921037,1,4.357358053302433,1
210,0,2,4,4,5,3,0,3,2,1,3,0.0,3,3,1,4,3,0.096,0.0,3,3,0,0,2,3,5,2092,0,5,1,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,0,2,0,0,0,1,2,3,3,2,3,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.4444444444444444,0.0,0.5,0.0,0.5,0,1,-1,-1,-1,0,4,-1,2,1,-1,11.7,67.0,55.3,6.640316205533598,2,0.0,0,0.0,0,0.0,0,3.517406962785114,1,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,0.0,0.0,6,2,9.685710480756425,2,5.805540160605678,1,0.0,0,3.6814935269694313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.202232687645262,1,6.358116087275603,2,0.0,0,0.0,0,0.0,0,0.0,0,7.341754478642586,2,10.0,2,1.8501503474666292,1,0.0,0,2.933484135464499,0,10.0,2,8.311394196744514,1,10.0,2,0.0,0,0.0,0,0.0,0
212,0,2,3,4,3,0,0,4,0,0,3,0.0,3,3,0,4,3,0.08,0.0,3,3,0,0,2,2,3,2254,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,3,0,3,0,2,0,2,1,7,2,1,0,0,1,0,0,1,1,0,1,3,2,0,2,2,1,1,3,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,1,0,1,4,0,0,3,0,1,0,0,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.5,0.0,0.0,0.5833333333333334,0.4166666666666667,0.8333333333333334,0,1,-1,-1,-1,1,0,-1,2,0,-1,0.0,59.7,59.7,0.3083003952569168,0,0.0,0,6.27188465499485,2,10.0,2,-0.5362702309839602,0,0.0,0,5.665857348956685,2,2.0446496594713146,1,0.9810330611553465,0,10.0,2,3.713611329661684,1.0,10,2,6.968970568650952,1,7.690284863214698,2,9.84521176455899,2,6.254954460870836,1,4.235078601932386,1,7.79528663107372,1,5.872660758287497,1,7.086006383026994,2,5.3693308692076585,1,5.550079015044101,1,4.4900613674535785,2,4.873594101641932,1,10.0,2,6.684190194927355,1,6.666666666666666,2,8.831525337259775,2,0.0,0,2.9545035794996286,1,0.0,0,4.835142668223037,1,2.7543721082548056,0,9.753802157805795,2,0.0,0,5.547295447284677,1,4.372275723234328,1,1.7464658169177285,0
213,0,3,4,4,5,0,0,3,0,0,4,0.0,3,3,1,4,0,0.07,0.0,3,3,1,0,2,1,3,2272,0,5,0,1,0.0,1.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,0,2,0,4,0,2,2,1,10,0,0,0,0,0,0,1,2,0,0,1,3,0,0,2,0,1,3,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,4,0,0,4,0,1,0,1,2,2,0,0,4,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5,0.3333333333333333,0.0,0,0,-1,-1,-1,3,1,-1,1,4,-1,0.0,0.0,0.0,0.726990400903445,0,10.0,2,5.272914521112257,1,10.0,2,2.132853141256503,0,4.628136103695891,1,3.374174554582029,1,10.0,2,3.428555185885706,1,10.0,2,4.067663257277735,1.0,10,2,3.5211080037288585,0,8.65826607846415,2,7.241112478889505,1,6.451827672175746,2,3.667204953706418,1,9.494903737259342,2,10.0,2,6.769599199220241,2,6.952265284504518,2,3.1622509786246504,1,4.16076751796427,2,5.650899184486673,1,5.0,1,6.01591696921148,1,5.0,1,6.058029698366344,1,0.0,0,4.639133801997826,1,0.0,0,6.269540748414421,1,2.125880295002166,0,8.935742449846177,2,3.333333333333333,0,10.0,2,5.034271031601813,1,5.303360370799534,1
214,0,2,3,5,1,0,0,2,3,2,0,0.0,4,2,2,4,1,0.01,0.0,3,1,1,0,1,1,3,2241,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,1,2,0,0,0,0,2,0,4,3,1,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,2,0,3,3,0,1,2,0,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.4444444444444444,0.0,0.3333333333333333,0.4166666666666667,1.0,0,1,-1,-1,-1,3,1,-1,2,0,-1,0.0,85.3,85.3,-0.33427442123094275,0,3.465028842891076,1,6.115688293855133,2,7.011976632973928,2,1.87875150060024,0,5.4327024394023535,1,4.471756822648831,1,4.743160567932588,2,0.07719848855891819,0,5.811965811965811,1,2.856018882769473,1.0,4,1,3.4521241177253965,0,6.544218621934695,2,6.639782609413864,1,4.930651518090717,1,2.1482945203184762,0,0.0,0,0.0,0,5.769521260651963,1,4.500202939154861,1,3.0427212459422543,1,5.1456672255990545,2,3.7592443541413276,1,10.0,2,5.700597732223029,1,6.666666666666666,2,8.845641368793174,2,0.0,0,0.6859634453210037,0,7.500000000000001,2,2.202616132829151,0,3.2609896341351456,0,9.18895966029724,2,10.0,2,0.0,0,0.0,0,0.0,0
215,0,3,4,6,0,0,0,3,0,0,4,0.0,3,4,3,4,3,0.19,0.0,3,3,1,0,1,2,3,2065,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,3,0,0,0,3,0,2,4,0,2,0,3,0,0,0,2,2,2,0,0,0,1,0,0,1,3,1,1,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,2,0,4,0,0,4,0,1,2,1,4,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.6666666666666666,0,0,-1,-1,-1,2,1,-1,0,0,-1,0.0,18.0,18.0,1.1716544325239984,0,0.0,0,8.038105046343976,2,10.0,2,2.845138055222089,0,4.559337082115291,1,5.681155631963191,2,6.474997114163685,2,2.5650289767024095,1,10.0,2,2.6199842643587727,1.0,10,2,5.31655346917033,1,8.725557298507255,2,6.81737242497467,1,6.599449650703024,2,5.162361741756346,1,6.61295367524133,1,6.530157970591363,1,9.179203204785741,2,5.970475771619931,2,5.14395415294432,1,5.170036187207005,2,5.70548470567667,1,5.066666666666666,1,6.746746571421149,1,5.0,1,9.468758163083573,2,0.0,0,2.479984696560019,1,0.0,0,5.293594443552329,1,2.9231643215257397,0,7.902942068547163,1,3.333333333333333,0,5.528776400000086,1,0.0,0,3.298261877172652,1
218,0,4,4,4,1,3,0,2,3,1,4,0.0,5,1,0,4,3,0.03,0.0,3,3,1,0,2,1,3,1893,1,5,0,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,3,0,0,0,0,2,1,2,4,0,2,0,3,0,2,0,4,2,1,0,0,0,0,0,0,0,1,1,3,2,3,0,0,1,1,1,3,1,3,1,1,1,1,0,0,1,1,0,0,0,1,0.0,0,0,1,4,0,0,4,0,1,1,2,4,0,0,0,6,0.007692307692307693,3,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.6666666666666666,0.0,0.0,0.5,1.0,2,4,-1,-1,-1,0,1,-1,1,4,-1,0.0,1.0,1.0,0.5580180688876342,0,0.0,0,6.141220391349126,2,10.0,2,1.7720784527236018,0,4.364406520970258,1,4.22531539094402,1,10.0,2,2.1899400752903424,0,10.0,2,7.128245476003147,2.0,4,1,1.4795578638966576,0,8.150728455644005,2,8.409877074726245,2,7.17653806822128,2,4.161680484590343,1,8.698268888529363,1,4.851180292217342,1,9.054188851553024,2,0.0,0,4.2386983277552,1,10.0,2,8.588796245483802,2,10.0,2,8.954270572041935,2,10.0,2,5.985704833381192,1,8.821635544108178,2,10.942986713853614,2,7.500000000000001,2,-14.595439280087367,0,0.0,0,8.480436760691537,1,10.0,2,0.0,0,0.0,0,10.0,2
219,0,0,4,5,6,3,0,2,3,1,4,0.0,6,4,3,4,3,0.24,0.0,3,3,1,0,2,3,3,1955,1,5,0,0,1.0,0.0,0.0,0.0,0.0,0.024793388429752067,0,2,0,2,0,2,2,1,3,2,0,7,0,1,0,0,0,0,0,1,3,1,1,0,0,0,1,2,1,2,3,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,4,0,0,4,0,1,2,0,5,0,0,0,6,0.0,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,2,3,-1,-1,-1,2,2,-1,2,2,-1,11.7,90.0,78.3,0.6024844720496896,0,0.0,0,6.632337796086509,2,5.7956100816745,2,1.0085570372727402,0,0.0,0,4.205566698335621,1,0.0,0,2.4981581574425578,1,10.0,2,4.319433516915815,1.0,4,1,7.267279264882143,2,7.824692519231753,2,8.519021768107125,2,6.100890186395501,1,4.783644687853295,1,7.998058566574986,1,0.0,0,8.531342551618097,2,0.0,0,1.1308568698114787,0,7.489673623662795,2,0.0,0,0.0,0,7.458247997365347,2,10.0,2,7.541358488318406,2,9.639407598197039,2,10.942986713853614,2,10.000000000000002,2,5.073308188845039,1,10.0,2,8.91147796698297,2,10.0,2,0.0,0,5.126071427121848,1,0.0,0
220,0,3,4,4,5,1,0,4,0,0,4,0.0,5,2,1,4,3,0.13,0.0,3,3,0,0,1,2,3,2314,1,5,0,1,0.0,1.0,1.0,0.0,0.0,0.024793388429752067,2,3,0,0,0,0,0,0,2,5,0,0,3,3,1,3,0,0,0,1,2,0,0,0,0,2,0,2,0,3,1,2,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0,4,0,0,4,0,1,1,0,4,1,0,0,2,0.007692307692307693,0,5.5780957446808515,137.21428571428572,1.0,0.3787878787878788,0.5,0.6666666666666666,0.5555555555555556,0.0,0.5,0.6666666666666666,2,3,-1,-1,-1,0,3,-1,2,4,-1,4.0,130.0,126.0,-0.2680688876341052,0,0.0,0,5.911431513903192,2,10.0,2,2.6585993691796843,0,4.784844986185036,1,6.264159289811141,2,10.0,2,2.9219181364542894,1,10.0,2,6.986624704956727,2.0,10,2,6.477560261020109,1,10.398942437361784,2,9.681658247402392,2,10.128406852942424,2,5.122572740463124,1,8.452569702852827,1,10.0,2,9.169158255974624,2,6.853319048502279,2,4.275726327237516,1,6.126032011485822,2,9.321607506890944,2,5.4,1,8.517035745666027,2,5.0,1,6.0146188436207915,1,4.211204121056021,1,8.390080771466026,2,7.500000000000001,2,2.8361251204029694,0,10.0,2,8.429481346678799,1,3.333333333333333,0,10.0,2,0.0,0,10.0,2
221,0,3,4,6,0,3,0,3,2,0,4,0.0,3,1,2,2,3,0.56,0.0,3,3,0,2,2,2,2,2254,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,0,3,2,0,0,0,0,1,2,5,1,0,2,3,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,3,0,0,1,2,1,3,1,3,3,0,2,1,0,1,0,1,0,0,0,2,0.0,0,2,0,3,1,1,4,0,1,2,0,5,0,0,0,6,0.0,2,5.5780957446808515,137.21428571428572,1.0,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5833333333333334,0.4166666666666667,0.6666666666666666,2,4,-1,-1,-1,0,1,-1,1,4,-1,3.4259459459459456,66.23146067415729,62.378282828282835,0.013551665725578721,0,4.070118764845606,1,5.4376930998970145,2,5.101412639405204,1,2.0303992939688777,0,5.151773101281569,1,3.822553321972724,1,7.0136145512112265,2,1.8700191566126791,0,10.0,2,7.222659323367426,2.0,6,2,1.1978729359082005,0,7.072078267337165,2,7.606697174131497,2,7.254029303577466,2,10.0,2,0.0,0,0.0,0,9.334307905165447,2,0.0,0,6.5290186562307015,2,8.329721116780402,2,8.518577433720548,2,10.0,2,9.016486923289266,2,10.0,2,6.340438001197586,1,7.430779137153896,2,10.910869351732021,2,0.0,0,5.780508850778895,1,10.0,2,9.004220292281397,2,10.0,2,0.0,0,0.0,0,10.0,2
223,0,3,4,5,3,3,0,3,1,1,3,0.0,2,3,2,4,3,0.19,0.0,3,3,1,0,2,2,2,2118,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,3,2,0,0,0,1,0,1,6,0,0,3,4,0,0,0,0,2,0,0,2,0,0,0,0,1,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,2,0,4,0,0,0,0,1,2,1,5,0,0,0,6,0.0,2,5.5780957446808515,137.21428571428572,1.0,0.3787878787878788,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.0,0.6666666666666666,2,4,-1,-1,-1,0,1,-1,0,0,-1,0.0,17.7,17.7,1.8132411067193681,0,0.0,0,7.2571232406453845,2,8.482230483271376,2,2.4369747899159666,0,0.0,0,3.357346443274871,1,2.990880757243449,1,2.4780237277862165,1,10.0,2,5.523210070810385,1.0,10,2,5.466927885063906,1,7.043393110073123,2,7.820400263085262,2,7.018673074408587,2,5.510126995977104,2,6.617842876165112,1,6.145089175132733,1,7.6467937876949925,2,5.147707366105061,1,7.6347244416980375,2,10.0,2,9.01641701299238,2,10.0,2,7.917134219087831,2,10.0,2,9.3617838309766,2,8.54475209272376,2,10.910869351732021,2,0.0,0,8.298437964942083,2,10.0,2,9.270342855149801,2,10.0,2,0.0,0,0.0,0,2.9401650618982123,1
226,0,1,3,4,3,0,0,3,1,1,3,0.0,5,3,1,4,3,0.04,0.0,3,3,1,0,2,3,2,1950,0,5,0,1,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,3,2,0,4,0,2,0,1,0,3,0,21,0,1,0,0,1,0,0,0,3,0,1,1,0,0,2,2,1,0,4,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,2,0,0,3,1,1,4,0,1,0,0,4,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.4444444444444444,0.0,0.5,0.0,1.0,3,1,-1,-1,-1,1,2,-1,2,1,-1,4.0,80.3,76.3,0.7786561264822143,0,0.0,0,6.920700308959836,2,3.6524907063197025,1,0.3412735576158163,0,0.0,0,6.425208487279637,2,1.8969575039989448,0,1.3820229779630893,0,10.0,2,1.4870180959874113,0.0,10,2,7.454986472618716,2,6.199656445298371,1,9.01382097748649,2,4.308943290003774,1,1.84,0,0.0,0,0.0,0,5.194515186738955,1,5.083344231312558,1,2.548058279894125,0,4.57315771631654,2,4.569440846524476,1,5.0,1,6.68,1,10.0,2,7.069727132741747,2,0.0,0,0.881327934481183,0,7.500000000000001,2,5.121938322090319,1,2.3298264935534685,0,6.806425180534992,1,3.333333333333333,0,0.0,0,5.52,1,2.46,0
227,0,0,0,5,3,3,1,4,3,2,4,0.0,6,4,1,0,1,0.1,0.0,3,3,2,0,2,1,5,1945,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,0,0,5,0,2,1,1,0,23,2,0,0,0,0,0,0,1,3,0,1,3,0,0,1,2,0,1,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.0,2,2,0,3,1,0,4,0,1,0,1,5,0,0,0,0,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,-1,0,2,0,2,0,2,2.7,98.7,96.0,3.2,1,0.0,0,4.9,1,4.51,1,0.76,0,0.0,0,6.82,2,0.0,0,-0.29,0,0.0,0,2.51,1.0,4,1,7.75,2,5.58,1,8.69,2,2.18,0,2.38,0,5.5,1,0.0,0,4.78,1,0.0,0,0.25,0,7.87,2,0.0,0,0.0,0,0.0,0,0.0,0,8.59,2,10.0,2,10.94,2,10.0,2,2.78,0,10.0,2,9.59,2,10.0,2,0.0,0,4.88,1,1.55,0
228,0,1,4,4,5,3,2,3,0,0,0,0.0,1,4,0,1,1,0.025,0.0,3,3,2,1,2,2,0,2017,1,5,1,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,5,0,2,0,0,1,0,1,23,2,0,0,0,0,0,0,0,3,2,1,0,0,0,2,3,0,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,2,2,1,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3,0,0,2,-1,1,2,0,0,0,2,5.0,29.0,24.0,-0.25,0,0.0,0,8.51,2,10.0,2,0.48,0,0.0,0,4.24,1,0.0,0,-0.68,0,10.0,2,2.1,1.0,10,2,6.09,1,5.74,1,7.84,1,3.41,0,2.08,0,5.41,1,6.53,1,6.11,2,5.97,2,3.87,1,6.51,2,0.0,0,0.0,0,0.0,0,0.0,0,8.84,2,10.0,2,10.94,2,0.0,0,3.99,0,10.0,2,9.5,2,10.0,2,5.76,1,4.99,1,1.57,0
229,0,3,4,6,0,0,0,4,2,1,3,0.0,2,2,2,4,3,0.14,0.0,3,3,1,0,2,1,5,2236,0,5,0,1,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,3,2,0,3,2,2,2,2,2,2,1,93,1,1,1,0,0,0,0,0,2,2,1,0,0,0,1,2,1,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,4,0,0,4,0,1,0,0,4,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,-1,-1,-1,1,3,-1,2,0,-1,12.2,80.7,68.5,0.4703557312252964,0,0.0,0,6.848609680741504,2,4.6083767038413885,1,0.22537478846960432,0,0.0,0,6.518667088919388,2,2.990880757243449,1,0.832566522426146,0,10.0,2,3.5169158143194332,1.0,6,2,7.760985166526728,2,8.311139685290202,2,9.675722450463427,2,7.452577200050328,2,3.783736947062864,1,0.0,0,0.0,0,7.823790187156141,2,4.676988505476004,1,6.647708124868775,2,4.614429291943402,2,5.374902856160854,1,2.5,1,7.1719136745673655,1,5.0,1,9.631470715343076,2,0.0,0,2.029248796258623,1,0.0,0,10.103781166041108,2,2.9543719800206936,0,9.77329008405706,2,0.0,0,0.0,0,3.8828694980338185,1,0.0,0
